-1.9989241598e-02,2.6581279582e-02,1.5874029671e-02
2.9109988499e-02,-2.9657921351e-02,-1.0404101150e-02
5.9249470347e-02,-1.7653844579e-02,2.9947790088e-02
8.1693025934e-02,6.3292908618e-02,-3.7589737837e-02
-1.5473446122e-02,-1.8366377648e-02,-2.9457078463e-02
-2.9058027827e-02,-2.2645796667e-02,1.4122633398e-02
-1.0299922686e-02,-4.1349331143e-02,5.7470954597e-02
2.6436420401e-02,-2.6725160422e-02,1.7621139536e-02
-5.0746312627e-02,3.6186474178e-02,1.3451349254e-02
-4.3191443544e-02,2.4277308462e-02,2.8314626806e-02
-1.9795423169e-02,2.3528197864e-02,1.0429227824e-03
2.3196221921e-02,-1.4078805410e-02,-4.4961870185e-02
-5.3634917167e-02,3.6439699601e-02,3.0543321560e-02
3.8093957170e-02,-1.7046933770e-02,-1.1459366487e-02
-5.1456861892e-02,-4.4773865535e-03,-3.2431450996e-02
-3.2149098185e-02,-1.4010435980e-02,-2.4990081399e-02
1.9486117181e-02,1.6967849059e-02,-1.6813129980e-02
-4.4754150643e-02,-3.2427485845e-02,-5.3664378269e-02
-1.5049929247e-02,-1.8769881437e-02,-2.2295068939e-02
2.6954652586e-02,1.5678880321e-02,-2.5260532964e-02
-3.3937806325e-02,-1.2051184543e-02,-1.3454475138e-02
5.8714426822e-02,2.8438823803e-02,3.0448999092e-03
6.5804727698e-03,2.5709008041e-02,-1.4012453202e-02
-1.5301545411e-02,2.2919762342e-02,-2.7870129144e-02
-5.4860594540e-02,-3.6730855848e-02,-2.9734262316e-02
1.7369526317e-02,2.1512989219e-02,-4.5217564643e-02
2.8016430528e-02,9.8372500501e-03,2.5918792713e-03
2.4653413100e-03,5.4971067278e-03,2.7308331812e-02
-2.3064882906e-02,-2.2187550001e-02,-2.4581998832e-02
2.0851541909e-02,8.5237201875e-03,1.2869634679e-02
-3.2909141293e-02,3.5554973747e-02,-2.8601717846e-02
2.8887385990e-02,-2.2783508831e-02,-2.9922143060e-02
1.4346612624e-02,-2.9254411220e-02,-3.1194919259e-02
-8.4359628915e-03,-4.4694867633e-03,7.6544424223e-03
-5.3018840201e-03,2.8109662613e-02,4.4986064892e-02
1.4563726841e-02,1.6976835360e-02,1.8151774907e-02
2.2527059692e-02,1.3355971058e-02,2.8791759995e-02
1.8273163424e-02,-4.2131632046e-02,-3.6140356492e-02
1.3445541723e-02,-2.1892411739e-02,2.8531152247e-02
-5.1934493035e-02,2.2315456711e-02,3.5946317829e-02
6.7724541563e-03,-3.3980861656e-02,-2.0526763721e-02
-1.3859323976e-02,3.2925592127e-02,3.2221342596e-02
1.8684995564e-02,2.5589959337e-02,3.0726756017e-02
-2.0958625650e-02,-3.6917825390e-02,2.6583301446e-02
-1.1639643358e-02,2.8050645852e-02,2.7133050738e-02
-3.2807021775e-02,-1.5357081938e-02,2.2010384072e-02
1.0456821832e-02,8.3917517618e-03,2.7399357308e-02
-3.0582958735e-02,-3.2440335921e-02,4.0792287354e-02
7.3790514827e-03,-4.7715399083e-02,2.3914983318e-02
-2.5992346710e-02,-1.7404517562e-02,2.7448017781e-02
-8.1342602472e-03,-1.3694963911e-02,8.3420078529e-03
3.3336717497e-02,7.4858744773e-03,2.8099943604e-02
-3.2585771101e-02,2.9826659068e-02,-2.8475567682e-02
-2.3890941287e-02,-2.0405404069e-02,-8.9309043795e-03
-2.1901091612e-02,1.4080785506e-02,-2.5528753275e-02
-5.8512199253e-03,1.4975722558e-02,-1.3775821215e-02
2.1712978044e-02,-4.2886575515e-02,-2.8539288896e-02
2.0465906990e-02,2.3616818620e-02,-5.4507980030e-02
2.4618663938e-02,-1.5978990906e-02,1.2989372777e-02
-9.5889056818e-03,3.5260519448e-02,-1.1093298249e-03
-2.9979563890e-02,1.4277834346e-02,2.1231007432e-02
2.4016290109e-02,-2.8769695129e-02,1.1962568466e-02
2.1396993835e-02,4.5163887547e-02,-4.2538916725e-02
2.3886700266e-02,-3.6547532186e-02,1.3295468066e-02
-3.4520824257e-02,-2.9666649467e-02,-1.7762001428e-02
-7.2363371310e-02,2.4725791705e-02,4.0411708272e-02
1.1933590219e-02,8.9153359283e-03,-3.6666771642e-02
2.7586267932e-02,-4.1094557767e-02,-2.4750731227e-02
2.6297885163e-02,-3.3404893629e-02,-3.3912834455e-02
-3.7161017409e-02,-4.4744919660e-02,6.3753908307e-02
-4.6690375021e-02,3.1077812674e-02,1.8366298602e-02
-2.5754614448e-02,2.2984509888e-02,-4.3830197887e-02
2.9760583050e-02,-5.4124106375e-02,3.4846369334e-02
2.9340076757e-02,4.6288064111e-02,-4.8044151947e-02
4.0137777939e-02,4.5741725826e-02,2.1412101628e-02
2.2938995478e-02,2.4933238131e-02,1.7243543387e-02
1.2163949498e-02,-2.3454967694e-02,1.9529720858e-02
-3.2786062832e-02,-5.7997993890e-02,-7.1876092313e-02
3.8301865796e-02,2.5969172282e-02,-1.2565250248e-02
-3.6658203587e-02,-2.3149152426e-02,-3.3548736086e-02
1.5013751558e-02,1.7610085252e-02,-1.8701762239e-02
-2.9316864451e-02,-3.9833334190e-02,-2.8390716969e-02
3.5102702779e-02,1.1271831762e-02,-3.8003039769e-02
-2.4938336478e-02,-2.2996699139e-02,4.3048743600e-02
-1.0539581802e-02,4.0224593532e-03,-1.2712291216e-02
2.5932158712e-02,3.2774270296e-02,-4.6435086609e-02
3.6993635130e-02,1.1239261750e-02,1.6504081200e-02
-2.9566240947e-02,5.6324384092e-04,2.8346477711e-02
3.7613070276e-02,3.0944594031e-02,3.5433186941e-02
1.9664654917e-02,-4.0872048066e-02,3.2819879988e-02
-6.0719063973e-03,2.4571012675e-02,3.1360090132e-02
8.3139665584e-03,-1.6638437900e-02,-1.1431142717e-02
1.6365157722e-02,-2.9320836643e-02,1.9803787562e-02
-3.5553488813e-02,-2.7330528843e-02,-4.8982164049e-02
-1.7328802545e-02,2.6676447041e-02,-3.7318899451e-02
1.0458178014e-02,-4.7093734956e-02,-1.9219866140e-02
-2.9193947701e-02,3.6042395140e-02,-1.2918697043e-02
4.0677524133e-02,3.5130251809e-03,1.5278324662e-02
3.4162700780e-02,2.4587374246e-02,4.1547829167e-02
1.1671340509e-02,-1.4085495426e-02,-1.1775030689e-02
